County code,Tract,State code,Place code,State abbreviation,County name,Place name,Total housing units (2010),tract to placefp allocation factor
6013,3400.02,6,135,CA,Contra Costa CA,"Acalanes Ridge CDP, CA",457,0.151
6001,4271,6,562,CA,Alameda CA,"Alameda city, CA",1469,1
6001,4272,6,562,CA,Alameda CA,"Alameda city, CA",1730,1
6001,4273,6,562,CA,Alameda CA,"Alameda city, CA",2212,1
6001,4276,6,562,CA,Alameda CA,"Alameda city, CA",1881,1
6001,4277,6,562,CA,Alameda CA,"Alameda city, CA",2429,1
6001,4278,6,562,CA,Alameda CA,"Alameda city, CA",2136,1
6001,4279,6,562,CA,Alameda CA,"Alameda city, CA",2224,1
6001,4280,6,562,CA,Alameda CA,"Alameda city, CA",1429,1
6001,4281,6,562,CA,Alameda CA,"Alameda city, CA",2056,1
6001,4282,6,562,CA,Alameda CA,"Alameda city, CA",2762,1
6001,4283.01,6,562,CA,Alameda CA,"Alameda city, CA",2536,1
6001,4283.02,6,562,CA,Alameda CA,"Alameda city, CA",2728,1
6001,4284,6,562,CA,Alameda CA,"Alameda city, CA",2013,1
6001,4285,6,562,CA,Alameda CA,"Alameda city, CA",1558,1
6001,4286,6,562,CA,Alameda CA,"Alameda city, CA",1638,1
6001,4287,6,562,CA,Alameda CA,"Alameda city, CA",1550,1
6001,9900,6,562,CA,Alameda CA,"Alameda city, CA",0, 
6013,3342,6,618,CA,Contra Costa CA,"Alamo CDP, CA",822,0.291
6013,3430.03,6,618,CA,Contra Costa CA,"Alamo CDP, CA",0,0
6013,3452.03,6,618,CA,Contra Costa CA,"Alamo CDP, CA",0,0
6013,3452.04,6,618,CA,Contra Costa CA,"Alamo CDP, CA",1224,0.949
6013,3461.01,6,618,CA,Contra Costa CA,"Alamo CDP, CA",313,0.237
6013,3461.02,6,618,CA,Contra Costa CA,"Alamo CDP, CA",2059,0.997
6013,3462.01,6,618,CA,Contra Costa CA,"Alamo CDP, CA",960,0.351
6001,4201,6,674,CA,Alameda CA,"Albany city, CA",926,1
6001,4202,6,674,CA,Alameda CA,"Albany city, CA",1307,1
6001,4203,6,674,CA,Alameda CA,"Albany city, CA",2140,1
6001,4204,6,674,CA,Alameda CA,"Albany city, CA",1185,1
6001,4205,6,674,CA,Alameda CA,"Albany city, CA",995,1
6001,4206,6,674,CA,Alameda CA,"Albany city, CA",1336,1
6001,9900,6,674,CA,Alameda CA,"Albany city, CA",0, 
6013,3211.03,6,898,CA,Contra Costa CA,"Alhambra Valley CDP, CA",117,0.063
6013,3470,6,898,CA,Contra Costa CA,"Alhambra Valley CDP, CA",15,0.006
6013,3560.02,6,898,CA,Contra Costa CA,"Alhambra Valley CDP, CA",243,0.117
6095,2529.03,6,996,CA,Solano CA,"Allendale CDP, CA",359,0.214
6095,2529.04,6,996,CA,Solano CA,"Allendale CDP, CA",195,0.1
6041,1262,6,1416,CA,Marin CA,"Alto CDP, CA",313,0.146
6085,5038.02,6,1458,CA,Santa Clara CA,"Alum Rock CDP, CA",170,0.074
6085,5038.04,6,1458,CA,Santa Clara CA,"Alum Rock CDP, CA",151,0.094
6085,5039.02,6,1458,CA,Santa Clara CA,"Alum Rock CDP, CA",921,0.618
6085,5039.03,6,1458,CA,Santa Clara CA,"Alum Rock CDP, CA",333,0.362
6085,5040.01,6,1458,CA,Santa Clara CA,"Alum Rock CDP, CA",656,0.433
6085,5041.01,6,1458,CA,Santa Clara CA,"Alum Rock CDP, CA",850,0.82
6085,5041.02,6,1458,CA,Santa Clara CA,"Alum Rock CDP, CA",782,0.583
6055,2010.03,6,1640,CA,Napa CA,"American Canyon city, CA",1092,0.777
6055,2010.04,6,1640,CA,Napa CA,"American Canyon city, CA",2028,1
6055,2010.05,6,1640,CA,Napa CA,"American Canyon city, CA",689,0.973
6055,2010.06,6,1640,CA,Napa CA,"American Canyon city, CA",1005,1
6055,2010.07,6,1640,CA,Napa CA,"American Canyon city, CA",1168,1
6055,2017,6,2168,CA,Napa CA,"Angwin CDP, CA",912,0.418
6013,3020.09,6,2252,CA,Contra Costa CA,"Antioch city, CA",1746,1
6013,3032.01,6,2252,CA,Contra Costa CA,"Antioch city, CA",1877,0.608
6013,3032.03,6,2252,CA,Contra Costa CA,"Antioch city, CA",0,0
6013,3050,6,2252,CA,Contra Costa CA,"Antioch city, CA",2478,1
6013,3060.02,6,2252,CA,Contra Costa CA,"Antioch city, CA",878,0.79
6013,3060.03,6,2252,CA,Contra Costa CA,"Antioch city, CA",1819,1
6013,3060.04,6,2252,CA,Contra Costa CA,"Antioch city, CA",1181,0.95
6013,3071.01,6,2252,CA,Contra Costa CA,"Antioch city, CA",1541,1
6013,3071.02,6,2252,CA,Contra Costa CA,"Antioch city, CA",1869,1
6013,3072.01,6,2252,CA,Contra Costa CA,"Antioch city, CA",1163,1
6013,3072.02,6,2252,CA,Contra Costa CA,"Antioch city, CA",1575,1
6013,3072.04,6,2252,CA,Contra Costa CA,"Antioch city, CA",1363,1
6013,3072.05,6,2252,CA,Contra Costa CA,"Antioch city, CA",2664,1
6013,3080.01,6,2252,CA,Contra Costa CA,"Antioch city, CA",2563,1
6013,3080.02,6,2252,CA,Contra Costa CA,"Antioch city, CA",1363,1
6013,3090,6,2252,CA,Contra Costa CA,"Antioch city, CA",0,0
6013,3131.03,6,2252,CA,Contra Costa CA,"Antioch city, CA",148,0.055
6013,3551.07,6,2252,CA,Contra Costa CA,"Antioch city, CA",1437,0.871
6013,3551.08,6,2252,CA,Contra Costa CA,"Antioch city, CA",3774,0.999
6013,3551.09,6,2252,CA,Contra Costa CA,"Antioch city, CA",2175,1
6013,3551.1,6,2252,CA,Contra Costa CA,"Antioch city, CA",1251,1
6013,3551.11,6,2252,CA,Contra Costa CA,"Antioch city, CA",1984,1
6001,4337,6,2980,CA,Alameda CA,"Ashland CDP, CA",1076,1
6001,4338,6,2980,CA,Alameda CA,"Ashland CDP, CA",2535,0.985
6001,4339,6,2980,CA,Alameda CA,"Ashland CDP, CA",2352,1
6001,4340,6,2980,CA,Alameda CA,"Ashland CDP, CA",1795,1
6081,6114,6,3092,CA,San Mateo CA,"Atherton town, CA",1515,1
6081,6115,6,3092,CA,San Mateo CA,"Atherton town, CA",1015,1
6013,3132.03,6,4415,CA,Contra Costa CA,"Bay Point CDP, CA",3,0.003
6013,3132.05,6,4415,CA,Contra Costa CA,"Bay Point CDP, CA",0,0
6013,3141.02,6,4415,CA,Contra Costa CA,"Bay Point CDP, CA",68,0.038
6013,3141.03,6,4415,CA,Contra Costa CA,"Bay Point CDP, CA",1602,0.921
6013,3141.04,6,4415,CA,Contra Costa CA,"Bay Point CDP, CA",2412,1
6013,3142,6,4415,CA,Contra Costa CA,"Bay Point CDP, CA",1773,1
6013,3150,6,4415,CA,Contra Costa CA,"Bay Point CDP, CA",902,0.755
6013,3552,6,4415,CA,Contra Costa CA,"Bay Point CDP, CA",2,0.001
6013,3591.02,6,4470,CA,Contra Costa CA,"Bayview CDP, CA",19,0.01
6013,3922,6,4470,CA,Contra Costa CA,"Bayview CDP, CA",572,0.175
6081,6086,6,5108,CA,San Mateo CA,"Belmont city, CA",1858,1
6081,6087,6,5108,CA,San Mateo CA,"Belmont city, CA",2832,1
6081,6088,6,5108,CA,San Mateo CA,"Belmont city, CA",2179,1
6081,6089,6,5108,CA,San Mateo CA,"Belmont city, CA",3054,0.956
6081,6090,6,5108,CA,San Mateo CA,"Belmont city, CA",1105,1
6081,6091,6,5108,CA,San Mateo CA,"Belmont city, CA",0,0
6041,1230,6,5164,CA,Marin CA,"Belvedere city, CA",1040,0.994
6041,1242,6,5164,CA,Marin CA,"Belvedere city, CA",5,0.002
6041,1302.02,6,5164,CA,Marin CA,"Belvedere city, CA",0,0
6041,9901,6,5164,CA,Marin CA,"Belvedere city, CA",0, 
6095,2505.02,6,5290,CA,Solano CA,"Benicia city, CA",1,0.001
6095,2506.05,6,5290,CA,Solano CA,"Benicia city, CA",2,0.001
6095,2520,6,5290,CA,Solano CA,"Benicia city, CA",2251,1
6095,2521.02,6,5290,CA,Solano CA,"Benicia city, CA",1658,0.989
6095,2521.04,6,5290,CA,Solano CA,"Benicia city, CA",1558,0.873
6095,2521.05,6,5290,CA,Solano CA,"Benicia city, CA",1341,1
6095,2521.06,6,5290,CA,Solano CA,"Benicia city, CA",1724,1
6095,2521.07,6,5290,CA,Solano CA,"Benicia city, CA",1470,1
6095,2521.08,6,5290,CA,Solano CA,"Benicia city, CA",1301,1
6001,4211,6,6000,CA,Alameda CA,"Berkeley city, CA",886,1
6001,4212,6,6000,CA,Alameda CA,"Berkeley city, CA",1547,1
6001,4213,6,6000,CA,Alameda CA,"Berkeley city, CA",1750,1
6001,4214,6,6000,CA,Alameda CA,"Berkeley city, CA",695,1
6001,4215,6,6000,CA,Alameda CA,"Berkeley city, CA",1647,1
6001,4216,6,6000,CA,Alameda CA,"Berkeley city, CA",1707,1
6001,4217,6,6000,CA,Alameda CA,"Berkeley city, CA",1679,1
6001,4218,6,6000,CA,Alameda CA,"Berkeley city, CA",931,1
6001,4219,6,6000,CA,Alameda CA,"Berkeley city, CA",1792,1
6001,4220,6,6000,CA,Alameda CA,"Berkeley city, CA",729,1
6001,4221,6,6000,CA,Alameda CA,"Berkeley city, CA",1255,1
6001,4222,6,6000,CA,Alameda CA,"Berkeley city, CA",1629,1
6001,4223,6,6000,CA,Alameda CA,"Berkeley city, CA",1802,1
6001,4224,6,6000,CA,Alameda CA,"Berkeley city, CA",2378,1
6001,4225,6,6000,CA,Alameda CA,"Berkeley city, CA",1711,1
6001,4226,6,6000,CA,Alameda CA,"Berkeley city, CA",14,1
6001,4227,6,6000,CA,Alameda CA,"Berkeley city, CA",1383,1
6001,4228,6,6000,CA,Alameda CA,"Berkeley city, CA",1691,1
6001,4229,6,6000,CA,Alameda CA,"Berkeley city, CA",2171,1
6001,4230,6,6000,CA,Alameda CA,"Berkeley city, CA",2208,1
6001,4231,6,6000,CA,Alameda CA,"Berkeley city, CA",1967,1
6001,4232,6,6000,CA,Alameda CA,"Berkeley city, CA",1168,1
6001,4233,6,6000,CA,Alameda CA,"Berkeley city, CA",1745,1
6001,4234,6,6000,CA,Alameda CA,"Berkeley city, CA",2196,1
6001,4235,6,6000,CA,Alameda CA,"Berkeley city, CA",1577,1
6001,4236.01,6,6000,CA,Alameda CA,"Berkeley city, CA",1321,1
6001,4236.02,6,6000,CA,Alameda CA,"Berkeley city, CA",2716,1
6001,4237,6,6000,CA,Alameda CA,"Berkeley city, CA",1501,1
6001,4238,6,6000,CA,Alameda CA,"Berkeley city, CA",1324,1
6001,4239.01,6,6000,CA,Alameda CA,"Berkeley city, CA",950,1
6001,4239.02,6,6000,CA,Alameda CA,"Berkeley city, CA",801,1
6001,4240.01,6,6000,CA,Alameda CA,"Berkeley city, CA",1585,1
6001,4240.02,6,6000,CA,Alameda CA,"Berkeley city, CA",998,1
6001,9900,6,6000,CA,Alameda CA,"Berkeley city, CA",0, 
6013,3010,6,6210,CA,Contra Costa CA,"Bethel Island CDP, CA",1327,0.633
6013,3462.04,6,6928,CA,Contra Costa CA,"Blackhawk CDP, CA",173,0.068
6013,3551.12,6,6928,CA,Contra Costa CA,"Blackhawk CDP, CA",1597,0.754
6013,3551.13,6,6928,CA,Contra Costa CA,"Blackhawk CDP, CA",1707,1
6013,3551.14,6,6928,CA,Contra Costa CA,"Blackhawk CDP, CA",0,0
6041,1011,6,6982,CA,Marin CA,"Black Point-Green Point CDP, CA",589,0.534
6041,1012,6,6982,CA,Marin CA,"Black Point-Green Point CDP, CA",26,0.024
6097,1535.01,6,7036,CA,Sonoma CA,"Bloomfield CDP, CA",37,0.019
6097,1535.02,6,7036,CA,Sonoma CA,"Bloomfield CDP, CA",106,0.061
6097,1543.02,6,7246,CA,Sonoma CA,"Bodega CDP, CA",131,0.051
6097,1543.02,6,7260,CA,Sonoma CA,"Bodega Bay CDP, CA",900,0.35
6097,1543.04,6,7260,CA,Sonoma CA,"Bodega Bay CDP, CA",160,0.082
6041,1321,6,7316,CA,Marin CA,"Bolinas CDP, CA",986,0.546
6097,1503.04,6,7848,CA,Sonoma CA,"Boyes Hot Springs CDP, CA",1133,0.47
6097,1503.05,6,7848,CA,Sonoma CA,"Boyes Hot Springs CDP, CA",895,0.508
6097,1503.06,6,7848,CA,Sonoma CA,"Boyes Hot Springs CDP, CA",480,0.271
6013,3031.02,6,8142,CA,Contra Costa CA,"Brentwood city, CA",2170,0.905
6013,3031.03,6,8142,CA,Contra Costa CA,"Brentwood city, CA",2938,0.836
6013,3032.01,6,8142,CA,Contra Costa CA,"Brentwood city, CA",1210,0.392
6013,3032.02,6,8142,CA,Contra Costa CA,"Brentwood city, CA",2235,1
6013,3032.03,6,8142,CA,Contra Costa CA,"Brentwood city, CA",2871,1
6013,3032.04,6,8142,CA,Contra Costa CA,"Brentwood city, CA",1573,1
6013,3032.05,6,8142,CA,Contra Costa CA,"Brentwood city, CA",3245,0.952
6013,3040.01,6,8142,CA,Contra Costa CA,"Brentwood city, CA",1281,0.985
6081,6001,6,8310,CA,San Mateo CA,"Brisbane city, CA",1934,0.893
6081,9901,6,8310,CA,San Mateo CA,"Brisbane city, CA",0, 
6081,6012,6,8338,CA,San Mateo CA,"Broadmoor CDP, CA",1392,0.666
6085,5005,6,8968,CA,Santa Clara CA,"Burbank CDP, CA",17,0.008
6085,5020.01,6,8968,CA,Santa Clara CA,"Burbank CDP, CA",1715,0.82
6085,5020.02,6,8968,CA,Santa Clara CA,"Burbank CDP, CA",250,0.151
6085,5021.02,6,8968,CA,Santa Clara CA,"Burbank CDP, CA",0,0
6081,6050,6,9066,CA,San Mateo CA,"Burlingame city, CA",2563,0.863
6081,6051,6,9066,CA,San Mateo CA,"Burlingame city, CA",1458,1
6081,6052,6,9066,CA,San Mateo CA,"Burlingame city, CA",1348,1
6081,6053,6,9066,CA,San Mateo CA,"Burlingame city, CA",2016,1
6081,6054,6,9066,CA,San Mateo CA,"Burlingame city, CA",2733,1
6081,6055,6,9066,CA,San Mateo CA,"Burlingame city, CA",2909,1
6081,9901,6,9066,CA,San Mateo CA,"Burlingame city, CA",0, 
6013,3040.02,6,9346,CA,Contra Costa CA,"Byron CDP, CA",415,0.835
6055,2020,6,9892,CA,Napa CA,"Calistoga city, CA",2319,1
6085,5027.02,6,10088,CA,Santa Clara CA,"Cambrian Park CDP, CA",384,0.118
6085,5028,6,10088,CA,Santa Clara CA,"Cambrian Park CDP, CA",765,0.541
6085,5068.02,6,10088,CA,Santa Clara CA,"Cambrian Park CDP, CA",30,0.015
6013,3551.14,6,10301,CA,Contra Costa CA,"Camino Tassajara CDP, CA",642,0.185
6013,3551.16,6,10301,CA,Contra Costa CA,"Camino Tassajara CDP, CA",0,0
6085,5021.01,6,10345,CA,Santa Clara CA,"Campbell city, CA",189,0.095
6085,5022.02,6,10345,CA,Santa Clara CA,"Campbell city, CA",0,0
6085,5026.01,6,10345,CA,Santa Clara CA,"Campbell city, CA",162,0.129
6085,5026.03,6,10345,CA,Santa Clara CA,"Campbell city, CA",1027,0.971
6085,5026.04,6,10345,CA,Santa Clara CA,"Campbell city, CA",1995,0.853
6085,5027.01,6,10345,CA,Santa Clara CA,"Campbell city, CA",109,0.054
6085,5027.02,6,10345,CA,Santa Clara CA,"Campbell city, CA",1080,0.332
6085,5064.02,6,10345,CA,Santa Clara CA,"Campbell city, CA",625,0.268
6085,5065.01,6,10345,CA,Santa Clara CA,"Campbell city, CA",169,0.065
6085,5065.02,6,10345,CA,Santa Clara CA,"Campbell city, CA",2040,1
6085,5065.03,6,10345,CA,Santa Clara CA,"Campbell city, CA",2751,1
6085,5066.01,6,10345,CA,Santa Clara CA,"Campbell city, CA",273,0.154
6085,5066.03,6,10345,CA,Santa Clara CA,"Campbell city, CA",345,0.243
6085,5066.04,6,10345,CA,Santa Clara CA,"Campbell city, CA",359,0.136
6085,5066.05,6,10345,CA,Santa Clara CA,"Campbell city, CA",390,0.247
6085,5066.06,6,10345,CA,Santa Clara CA,"Campbell city, CA",1320,0.775
6085,5067.01,6,10345,CA,Santa Clara CA,"Campbell city, CA",1117,0.809
6085,5067.02,6,10345,CA,Santa Clara CA,"Campbell city, CA",2143,1
6085,5067.03,6,10345,CA,Santa Clara CA,"Campbell city, CA",662,0.45
6085,5072.05,6,10345,CA,Santa Clara CA,"Campbell city, CA",194,0.099
6097,1543.04,6,11376,CA,Sonoma CA,"Carmet CDP, CA",68,0.035
6013,3342,6,11915,CA,Contra Costa CA,"Castle Hill CDP, CA",523,0.185
6001,4301.01,6,11964,CA,Alameda CA,"Castro Valley CDP, CA",2237,0.986
6001,4301.02,6,11964,CA,Alameda CA,"Castro Valley CDP, CA",807,0.873
6001,4302,6,11964,CA,Alameda CA,"Castro Valley CDP, CA",2525,1
6001,4303,6,11964,CA,Alameda CA,"Castro Valley CDP, CA",1354,1
6001,4304,6,11964,CA,Alameda CA,"Castro Valley CDP, CA",765,1
6001,4305,6,11964,CA,Alameda CA,"Castro Valley CDP, CA",2138,1
6001,4306,6,11964,CA,Alameda CA,"Castro Valley CDP, CA",2180,1
6001,4307,6,11964,CA,Alameda CA,"Castro Valley CDP, CA",1398,1
6001,4308,6,11964,CA,Alameda CA,"Castro Valley CDP, CA",2214,1
6001,4309,6,11964,CA,Alameda CA,"Castro Valley CDP, CA",1899,1
6001,4310,6,11964,CA,Alameda CA,"Castro Valley CDP, CA",1231,1
6001,4311,6,11964,CA,Alameda CA,"Castro Valley CDP, CA",1390,1
6001,4312,6,11964,CA,Alameda CA,"Castro Valley CDP, CA",1665,0.619
6001,4328,6,11964,CA,Alameda CA,"Castro Valley CDP, CA",507,0.339
6001,4351.03,6,11964,CA,Alameda CA,"Castro Valley CDP, CA",1082,0.508
6001,4352,6,11964,CA,Alameda CA,"Castro Valley CDP, CA",0,0
6097,1537.03,6,12146,CA,Sonoma CA,"Cazadero CDP, CA",102,0.036
6097,1543.04,6,12146,CA,Sonoma CA,"Cazadero CDP, CA",233,0.12
6001,4355,6,12902,CA,Alameda CA,"Cherryland CDP, CA",731,0.483
6001,4356.01,6,12902,CA,Alameda CA,"Cherryland CDP, CA",1611,1
6001,4356.02,6,12902,CA,Alameda CA,"Cherryland CDP, CA",1746,1
6001,4357,6,12902,CA,Alameda CA,"Cherryland CDP, CA",489,0.32
6001,4363,6,12902,CA,Alameda CA,"Cherryland CDP, CA",398,0.174
6013,3553.01,6,13882,CA,Contra Costa CA,"Clayton city, CA",113,0.04
6013,3553.04,6,13882,CA,Contra Costa CA,"Clayton city, CA",2348,0.752
6013,3553.06,6,13882,CA,Contra Costa CA,"Clayton city, CA",1625,0.893
6097,1542.01,6,14190,CA,Sonoma CA,"Cloverdale city, CA",1169,0.766
6097,1542.02,6,14190,CA,Sonoma CA,"Cloverdale city, CA",2258,0.896
6013,3150,6,14232,CA,Contra Costa CA,"Clyde CDP, CA",264,0.221
6081,6013,6,14736,CA,San Mateo CA,"Colma town, CA",41,0.016
6081,6016.01,6,14736,CA,San Mateo CA,"Colma town, CA",545,0.514
6013,3132.04,6,16000,CA,Contra Costa CA,"Concord city, CA",133,0.072
6013,3150,6,16000,CA,Contra Costa CA,"Concord city, CA",15,0.013
6013,3200.04,6,16000,CA,Contra Costa CA,"Concord city, CA",0,0
6013,3240.01,6,16000,CA,Contra Costa CA,"Concord city, CA",0,0
6013,3240.02,6,16000,CA,Contra Costa CA,"Concord city, CA",2,0.001
6013,3270,6,16000,CA,Contra Costa CA,"Concord city, CA",2156,0.744
6013,3280,6,16000,CA,Contra Costa CA,"Concord city, CA",1450,1
6013,3290,6,16000,CA,Contra Costa CA,"Concord city, CA",2354,1
6013,3300,6,16000,CA,Contra Costa CA,"Concord city, CA",1999,1
6013,3310,6,16000,CA,Contra Costa CA,"Concord city, CA",2800,1
6013,3320,6,16000,CA,Contra Costa CA,"Concord city, CA",2877,1
6013,3331.01,6,16000,CA,Contra Costa CA,"Concord city, CA",1252,0.836
6013,3331.02,6,16000,CA,Contra Costa CA,"Concord city, CA",1523,0.97
6013,3332,6,16000,CA,Contra Costa CA,"Concord city, CA",2231,1
6013,3340.01,6,16000,CA,Contra Costa CA,"Concord city, CA",1580,1
6013,3340.04,6,16000,CA,Contra Costa CA,"Concord city, CA",3303,1
6013,3340.06,6,16000,CA,Contra Costa CA,"Concord city, CA",1723,1
6013,3350,6,16000,CA,Contra Costa CA,"Concord city, CA",1273,1
6013,3361.01,6,16000,CA,Contra Costa CA,"Concord city, CA",1580,1
6013,3361.02,6,16000,CA,Contra Costa CA,"Concord city, CA",2701,1
6013,3362.01,6,16000,CA,Contra Costa CA,"Concord city, CA",1242,1
6013,3362.02,6,16000,CA,Contra Costa CA,"Concord city, CA",1696,1
6013,3371,6,16000,CA,Contra Costa CA,"Concord city, CA",1222,1
6013,3372,6,16000,CA,Contra Costa CA,"Concord city, CA",3124,1
6013,3373,6,16000,CA,Contra Costa CA,"Concord city, CA",1449,0.621
6013,3381.01,6,16000,CA,Contra Costa CA,"Concord city, CA",1907,1
6013,3381.02,6,16000,CA,Contra Costa CA,"Concord city, CA",1247,0.912
6013,3382.01,6,16000,CA,Contra Costa CA,"Concord city, CA",487,0.336
6013,3552,6,16000,CA,Contra Costa CA,"Concord city, CA",288,0.114
6013,3553.01,6,16000,CA,Contra Costa CA,"Concord city, CA",2717,0.96
6013,3553.02,6,16000,CA,Contra Costa CA,"Concord city, CA",0,0
6013,3553.04,6,16000,CA,Contra Costa CA,"Concord city, CA",768,0.246
6013,3553.06,6,16000,CA,Contra Costa CA,"Concord city, CA",26,0.014
6041,1200,6,16462,CA,Marin CA,"Corte Madera town, CA",36,0.012
6041,1211,6,16462,CA,Marin CA,"Corte Madera town, CA",2313,1
6041,1212,6,16462,CA,Marin CA,"Corte Madera town, CA",1677,0.627
6041,9901,6,16462,CA,Marin CA,"Corte Madera town, CA",0, 
6097,1512.01,6,16560,CA,Sonoma CA,"Cotati city, CA",279,0.093
6097,1512.03,6,16560,CA,Sonoma CA,"Cotati city, CA",1244,0.604
6097,1512.04,6,16560,CA,Sonoma CA,"Cotati city, CA",1384,0.895
6097,1513.01,6,16560,CA,Sonoma CA,"Cotati city, CA",59,0.036
6097,1513.05,6,16560,CA,Sonoma CA,"Cotati city, CA",0,0
6097,1513.1,6,16560,CA,Sonoma CA,"Cotati city, CA",75,0.05
6097,1513.11,6,16560,CA,Sonoma CA,"Cotati city, CA",102,0.042
6013,3570,6,17274,CA,Contra Costa CA,"Crockett CDP, CA",1514,0.929
6013,3580,6,17274,CA,Contra Costa CA,"Crockett CDP, CA",135,0.064
6085,5076,6,17610,CA,Santa Clara CA,"Cupertino city, CA",0,0
6085,5077.01,6,17610,CA,Santa Clara CA,"Cupertino city, CA",1397,1
6085,5077.02,6,17610,CA,Santa Clara CA,"Cupertino city, CA",2021,0.967
6085,5077.03,6,17610,CA,Santa Clara CA,"Cupertino city, CA",2651,0.943
6085,5078.05,6,17610,CA,Santa Clara CA,"Cupertino city, CA",1563,0.713
6085,5078.06,6,17610,CA,Santa Clara CA,"Cupertino city, CA",2039,1
6085,5078.07,6,17610,CA,Santa Clara CA,"Cupertino city, CA",987,0.937
6085,5078.08,6,17610,CA,Santa Clara CA,"Cupertino city, CA",1809,0.993
6085,5080.01,6,17610,CA,Santa Clara CA,"Cupertino city, CA",2853,1
6085,5080.03,6,17610,CA,Santa Clara CA,"Cupertino city, CA",763,1
6085,5080.04,6,17610,CA,Santa Clara CA,"Cupertino city, CA",1434,0.659
6085,5081.01,6,17610,CA,Santa Clara CA,"Cupertino city, CA",2210,0.935
6085,5081.02,6,17610,CA,Santa Clara CA,"Cupertino city, CA",449,0.343
6085,5082.03,6,17610,CA,Santa Clara CA,"Cupertino city, CA",0,0
6085,5083.01,6,17610,CA,Santa Clara CA,"Cupertino city, CA",0,0
6085,5083.04,6,17610,CA,Santa Clara CA,"Cupertino city, CA",302,0.098
6085,5117.07,6,17610,CA,Santa Clara CA,"Cupertino city, CA",549,0.418
6081,6002,6,17918,CA,San Mateo CA,"Daly City city, CA",1118,1
6081,6003,6,17918,CA,San Mateo CA,"Daly City city, CA",1328,0.996
6081,6004.01,6,17918,CA,San Mateo CA,"Daly City city, CA",1096,1
6081,6004.02,6,17918,CA,San Mateo CA,"Daly City city, CA",1288,1
6081,6005,6,17918,CA,San Mateo CA,"Daly City city, CA",2225,1
6081,6006,6,17918,CA,San Mateo CA,"Daly City city, CA",1530,1
6081,6007,6,17918,CA,San Mateo CA,"Daly City city, CA",2218,1
6081,6008,6,17918,CA,San Mateo CA,"Daly City city, CA",2967,1
6081,6009,6,17918,CA,San Mateo CA,"Daly City city, CA",1503,0.999
6081,6010,6,17918,CA,San Mateo CA,"Daly City city, CA",2075,1
6081,6011,6,17918,CA,San Mateo CA,"Daly City city, CA",1966,1
6081,6012,6,17918,CA,San Mateo CA,"Daly City city, CA",609,0.291
6081,6013,6,17918,CA,San Mateo CA,"Daly City city, CA",2077,0.831
6081,6014,6,17918,CA,San Mateo CA,"Daly City city, CA",2000,1
6081,6015.01,6,17918,CA,San Mateo CA,"Daly City city, CA",1363,1
6081,6015.02,6,17918,CA,San Mateo CA,"Daly City city, CA",1773,1
6081,6016.01,6,17918,CA,San Mateo CA,"Daly City city, CA",513,0.484
6081,6016.03,6,17918,CA,San Mateo CA,"Daly City city, CA",1964,1
6081,6016.04,6,17918,CA,San Mateo CA,"Daly City city, CA",1226,1
6081,6016.05,6,17918,CA,San Mateo CA,"Daly City city, CA",1749,1
6013,3451.05,6,17988,CA,Contra Costa CA,"Danville town, CA",2259,0.946
6013,3451.13,6,17988,CA,Contra Costa CA,"Danville town, CA",1029,0.693
6013,3451.14,6,17988,CA,Contra Costa CA,"Danville town, CA",2600,1
6013,3452.02,6,17988,CA,Contra Costa CA,"Danville town, CA",470,0.138
6013,3452.03,6,17988,CA,Contra Costa CA,"Danville town, CA",2734,0.98
6013,3452.04,6,17988,CA,Contra Costa CA,"Danville town, CA",64,0.05
6013,3462.01,6,17988,CA,Contra Costa CA,"Danville town, CA",1384,0.506
6013,3462.03,6,17988,CA,Contra Costa CA,"Danville town, CA",1456,1
6013,3462.04,6,17988,CA,Contra Costa CA,"Danville town, CA",2388,0.932
6013,3551.13,6,17988,CA,Contra Costa CA,"Danville town, CA",0,0
6013,3551.14,6,17988,CA,Contra Costa CA,"Danville town, CA",1550,0.448
6013,3551.16,6,17988,CA,Contra Costa CA,"Danville town, CA",0,0
6055,2017,6,18324,CA,Napa CA,"Deer Park CDP, CA",685,0.314
6013,3462.01,6,19150,CA,Contra Costa CA,"Diablo CDP, CA",393,0.144
6013,3462.04,6,19150,CA,Contra Costa CA,"Diablo CDP, CA",0,0
6013,3551.12,6,19150,CA,Contra Costa CA,"Diablo CDP, CA",46,0.022
6041,1330,6,19262,CA,Marin CA,"Dillon Beach CDP, CA",440,0.218
6013,3040.03,6,19339,CA,Contra Costa CA,"Discovery Bay CDP, CA",1676,1
6013,3040.04,6,19339,CA,Contra Costa CA,"Discovery Bay CDP, CA",1784,1
6013,3040.05,6,19339,CA,Contra Costa CA,"Discovery Bay CDP, CA",1943,0.911
6095,2533,6,19402,CA,Solano CA,"Dixon city, CA",7,0.007
6095,2534.02,6,19402,CA,Solano CA,"Dixon city, CA",2354,0.984
6095,2534.03,6,19402,CA,Solano CA,"Dixon city, CA",1608,0.978
6095,2534.04,6,19402,CA,Solano CA,"Dixon city, CA",2203,1
6001,4501.01,6,20018,CA,Alameda CA,"Dublin city, CA",1956,1
6001,4501.02,6,20018,CA,Alameda CA,"Dublin city, CA",1326,1
6001,4502,6,20018,CA,Alameda CA,"Dublin city, CA",2070,1
6001,4503,6,20018,CA,Alameda CA,"Dublin city, CA",1603,1
