,Tract,Year,County,type,CRA Eligible,"% HI borrower, LI tract","# HI borrower, LI tract","% HI borrower, HI tract","# HI borrower, HI tract","% LI borrower, LI tract","# LI borrower, LI tract","%LI borrower, HI tract","# LI borrower, HI tract",Geoid,Total Loans,pct loans to MH borrowers in LMI tracts,Typology
17,3141.03,2015,Contra Costa County,mod,eligible,0.5066666666666667,38,0.0,0,0.4933333333333334,37,0.0,0,6013314103,75,0.5066666666666667,LI - Not Losing Low Income Households
18,3141.04,2015,Contra Costa County,low,eligible,0.3944954128440367,43,0.0,0,0.6055045871559633,66,0.0,0,6013314104,109,0.3944954128440367,LI - At Risk of Gentrification and/or Displacement
19,3142.0,2015,Contra Costa County,low,eligible,0.4651162790697674,40,0.0,0,0.5348837209302325,46,0.0,0,6013314200,86,0.46511627906976744,LI - Not Losing Low Income Households
20,3160.0,2015,Contra Costa County,low,eligible,1.0,8,0.0,0,0.0,0,0.0,0,6013316000,8,1.0,LI - Ongoing Gentrification and/or Displacement
21,3170.0,2015,Contra Costa County,mod,eligible,0.8717948717948718,34,0.0,0,0.1282051282051282,5,0.0,0,6013317000,39,0.8717948717948718,LI - Ongoing Gentrification and/or Displacement
22,3190.0,2015,Contra Costa County,mod,eligible,0.9128440366972476,199,0.0,0,0.0871559633027523,19,0.0,0,6013319000,218,0.9128440366972477,LI - Not Losing Low Income Households
23,3200.01,2015,Contra Costa County,mod,eligible,0.8709677419354839,54,0.0,0,0.12903225806451613,8,0.0,0,6013320001,62,0.8709677419354839,LI - Not Losing Low Income Households
24,3270.0,2015,Contra Costa County,mod,eligible,0.5333333333333333,88,0.0,0,0.4666666666666667,77,0.0,0,6013327000,165,0.5333333333333333,LI - Not Losing Low Income Households
25,3280.0,2015,Contra Costa County,mod,eligible,0.3333333333333333,3,0.0,0,0.6666666666666666,6,0.0,0,6013328000,9,0.3333333333333333,LI - At Risk of Gentrification and/or Displacement
26,3290.0,2015,Contra Costa County,mod,eligible,0.8214285714285714,115,0.0,0,0.17857142857142858,25,0.0,0,6013329000,140,0.8214285714285714,LI - Not Losing Low Income Households
27,3340.04,2015,Contra Costa County,mod,eligible,0.80625,129,0.0,0,0.19375,31,0.0,0,6013334004,160,0.80625,LI - At Risk of Gentrification and/or Displacement
28,3361.01,2015,Contra Costa County,low,eligible,0.68,17,0.0,0,0.32,8,0.0,0,6013336101,25,0.68,LI - At Risk of Gentrification and/or Displacement
29,3361.02,2015,Contra Costa County,low,eligible,0.5344827586206896,31,0.0,0,0.4655172413793103,27,0.0,0,6013336102,58,0.5344827586206896,LI - Not Losing Low Income Households
30,3362.02,2015,Contra Costa County,low,eligible,0.6,27,0.0,0,0.4,18,0.0,0,6013336202,45,0.6,LI - Not Losing Low Income Households
31,3372.0,2015,Contra Costa County,mod,eligible,0.6403508771929824,73,0.0,0,0.35964912280701755,41,0.0,0,6013337200,114,0.6403508771929824,LI - Not Losing Low Income Households
32,3381.01,2015,Contra Costa County,mod,eligible,0.6290322580645161,39,0.0,0,0.3709677419354839,23,0.0,0,6013338101,62,0.6290322580645161,LI - Not Losing Low Income Households
33,3390.01,2015,Contra Costa County,low,eligible,0.9375,15,0.0,0,0.0625,1,0.0,0,6013339001,16,0.9375,LI - Not Losing Low Income Households
34,3511.02,2015,Contra Costa County,mod,eligible,0.7407407407407407,60,0.0,0,0.25925925925925924,21,0.0,0,6013351102,81,0.7407407407407407,LI - Not Losing Low Income Households
35,3580.0,2015,Contra Costa County,mod,eligible,0.7043478260869566,81,0.0,0,0.2956521739130435,34,0.0,0,6013358000,115,0.7043478260869566,LI - At Risk of Gentrification and/or Displacement
36,3650.02,2015,Contra Costa County,low,eligible,0.4594594594594595,17,0.0,0,0.5405405405405406,20,0.0,0,6013365002,37,0.4594594594594595,LI - Ongoing Gentrification and/or Displacement
37,3660.02,2015,Contra Costa County,mod,eligible,0.5205479452054794,38,0.0,0,0.4794520547945205,35,0.0,0,6013366002,73,0.5205479452054794,LI - At Risk of Gentrification and/or Displacement
38,3672.0,2015,Contra Costa County,mod,eligible,0.7289156626506024,121,0.0,0,0.2710843373493976,45,0.0,0,6013367200,166,0.7289156626506024,LI - At Risk of Gentrification and/or Displacement
39,3680.01,2015,Contra Costa County,mod,eligible,0.4909090909090909,27,0.0,0,0.509090909090909,28,0.0,0,6013368001,55,0.4909090909090909,LI - At Risk of Gentrification and/or Displacement
40,3680.02,2015,Contra Costa County,mod,eligible,0.3191489361702128,15,0.0,0,0.6808510638297872,32,0.0,0,6013368002,47,0.3191489361702128,LI - At Risk of Gentrification and/or Displacement
41,3690.01,2015,Contra Costa County,low,eligible,0.4074074074074074,22,0.0,0,0.5925925925925926,32,0.0,0,6013369001,54,0.4074074074074074,LI - Not Losing Low Income Households
42,3690.02,2015,Contra Costa County,mod,eligible,0.8301886792452831,44,0.0,0,0.16981132075471694,9,0.0,0,6013369002,53,0.8301886792452831,LI - Not Losing Low Income Households
43,3710.0,2015,Contra Costa County,mod,eligible,0.6421052631578947,61,0.0,0,0.3578947368421053,34,0.0,0,6013371000,95,0.6421052631578947,LI - Not Losing Low Income Households
44,3720.0,2015,Contra Costa County,mod,eligible,0.6421052631578947,61,0.0,0,0.3578947368421053,34,0.0,0,6013372000,95,0.6421052631578947,LI - At Risk of Gentrification and/or Displacement
45,3730.0,2015,Contra Costa County,low,eligible,0.5531914893617021,26,0.0,0,0.44680851063829785,21,0.0,0,6013373000,47,0.5531914893617021,LI - At Risk of Gentrification and/or Displacement
46,3740.0,2015,Contra Costa County,mod,eligible,0.7708333333333334,37,0.0,0,0.22916666666666666,11,0.0,0,6013374000,48,0.7708333333333334,LI - At Risk of Gentrification and/or Displacement
47,3750.0,2015,Contra Costa County,low,eligible,0.4571428571428571,16,0.0,0,0.5428571428571428,19,0.0,0,6013375000,35,0.45714285714285713,LI - Ongoing Gentrification and/or Displacement
48,3760.0,2015,Contra Costa County,low,eligible,0.3409090909090909,30,0.0,0,0.6590909090909091,58,0.0,0,6013376000,88,0.3409090909090909,LI - Ongoing Gentrification and/or Displacement
49,3770.0,2015,Contra Costa County,low,eligible,0.3793103448275862,22,0.0,0,0.6206896551724138,36,0.0,0,6013377000,58,0.3793103448275862,LI - At Risk of Gentrification and/or Displacement
50,3790.0,2015,Contra Costa County,low,eligible,0.5176470588235295,44,0.0,0,0.4823529411764706,41,0.0,0,6013379000,85,0.5176470588235295,LI - Ongoing Gentrification and/or Displacement
51,3800.0,2015,Contra Costa County,mod,eligible,0.8020833333333334,154,0.0,0,0.19791666666666666,38,0.0,0,6013380000,192,0.8020833333333334,LI - Ongoing Gentrification and/or Displacement
52,3810.0,2015,Contra Costa County,low,eligible,0.4426229508196721,27,0.0,0,0.5573770491803278,34,0.0,0,6013381000,61,0.4426229508196721,LI - Ongoing Gentrification and/or Displacement
53,3820.0,2015,Contra Costa County,mod,eligible,0.6666666666666666,40,0.0,0,0.3333333333333333,20,0.0,0,6013382000,60,0.6666666666666666,LI - At Risk of Gentrification and/or Displacement
54,3830.0,2015,Contra Costa County,mod,eligible,0.9270833333333334,89,0.0,0,0.07291666666666667,7,0.0,0,6013383000,96,0.9270833333333334,LI - Ongoing Gentrification and/or Displacement
55,3860.0,2015,Contra Costa County,mod,eligible,0.7941176470588235,27,0.0,0,0.2058823529411765,7,0.0,0,6013386000,34,0.7941176470588235,LI - At Risk of Gentrification and/or Displacement
56,3892.0,2015,Contra Costa County,low,eligible,1.0,12,0.0,0,0.0,0,0.0,0,6013389200,12,1.0,LI - At Risk of Gentrification and/or Displacement
57,2502.0,2016,Solano County,mod,eligible,0.8571428571428571,96,0.0,0,0.14285714285714285,16,0.0,0,6095250200,112,0.8571428571428571,LI - Not Losing Low Income Households
58,2503.0,2016,Solano County,mod,eligible,0.5565217391304348,64,0.0,0,0.4434782608695652,51,0.0,0,6095250300,115,0.5565217391304348,LI - At Risk of Gentrification and/or Displacement
59,2507.01,2016,Solano County,mod,eligible,0.5,25,0.0,0,0.5,25,0.0,0,6095250701,50,0.5,LI - At Risk of Gentrification and/or Displacement
60,2508.01,2016,Solano County,mod,eligible,0.7356321839080459,64,0.0,0,0.26436781609195403,23,0.0,0,6095250801,87,0.735632183908046,LI - Not Losing Low Income Households
61,2509.0,2016,Solano County,low,eligible,0.875,28,0.0,0,0.125,4,0.0,0,6095250900,32,0.875,LI - At Risk of Gentrification and/or Displacement
62,2510.0,2016,Solano County,low,eligible,0.9272727272727272,51,0.0,0,0.07272727272727272,4,0.0,0,6095251000,55,0.9272727272727272,LI - At Risk of Gentrification and/or Displacement
63,2511.0,2016,Solano County,mod,eligible,0.5370370370370371,29,0.0,0,0.462962962962963,25,0.0,0,6095251100,54,0.5370370370370371,LI - At Risk of Gentrification and/or Displacement
64,2512.0,2016,Solano County,mod,eligible,0.7042253521126759,50,0.0,0,0.29577464788732394,21,0.0,0,6095251200,71,0.704225352112676,LI - At Risk of Gentrification and/or Displacement
65,2515.0,2016,Solano County,mod,eligible,0.7029702970297029,71,0.0,0,0.297029702970297,30,0.0,0,6095251500,101,0.7029702970297029,LI - At Risk of Gentrification and/or Displacement
66,2516.0,2016,Solano County,mod,eligible,0.8205128205128205,32,0.0,0,0.1794871794871795,7,0.0,0,6095251600,39,0.8205128205128205,LI - Ongoing Gentrification and/or Displacement
67,2517.01,2016,Solano County,mod,eligible,0.8142857142857143,57,0.0,0,0.18571428571428567,13,0.0,0,6095251701,70,0.8142857142857143,LI - At Risk of Gentrification and/or Displacement
68,2518.02,2016,Solano County,mod,eligible,0.525,21,0.0,0,0.475,19,0.0,0,6095251802,40,0.525,LI - At Risk of Gentrification and/or Displacement
69,2524.01,2016,Solano County,mod,eligible,0.552,69,0.0,0,0.44799999999999995,56,0.0,0,6095252401,125,0.552,LI - At Risk of Gentrification and/or Displacement
70,2524.02,2016,Solano County,mod,eligible,0.5542168674698795,46,0.0,0,0.4457831325301205,37,0.0,0,6095252402,83,0.5542168674698795,LI - Not Losing Low Income Households
71,2525.01,2016,Solano County,mod,eligible,0.5454545454545454,24,0.0,0,0.4545454545454545,20,0.0,0,6095252501,44,0.5454545454545454,LI - Not Losing Low Income Households
72,2525.02,2016,Solano County,mod,eligible,0.4545454545454545,5,0.0,0,0.5454545454545454,6,0.0,0,6095252502,11,0.45454545454545453,LI - Ongoing Gentrification and/or Displacement
73,2526.04,2016,Solano County,mod,eligible,0.8313253012048193,69,0.0,0,0.1686746987951807,14,0.0,0,6095252604,83,0.8313253012048193,LI - Not Losing Low Income Households
74,2526.05,2016,Solano County,mod,eligible,0.7123287671232876,52,0.0,0,0.2876712328767123,21,0.0,0,6095252605,73,0.7123287671232876,LI - Not Losing Low Income Households
75,2526.06,2016,Solano County,mod,eligible,0.7047619047619048,74,0.0,0,0.29523809523809524,31,0.0,0,6095252606,105,0.7047619047619048,LI - Ongoing Gentrification and/or Displacement
76,2526.07,2016,Solano County,mod,eligible,0.6,30,0.0,0,0.4,20,0.0,0,6095252607,50,0.6,LI - Not Losing Low Income Households
77,2526.08,2016,Solano County,mod,eligible,0.6296296296296297,51,0.0,0,0.3703703703703704,30,0.0,0,6095252608,81,0.6296296296296297,LI - Ongoing Gentrification and/or Displacement
78,2526.11,2016,Solano County,mod,eligible,0.5645161290322581,35,0.0,0,0.4354838709677419,27,0.0,0,6095252611,62,0.5645161290322581,LI - Not Losing Low Income Households
79,2527.07,2016,Solano County,mod,eligible,0.6288659793814433,61,0.0,0,0.3711340206185567,36,0.0,0,6095252707,97,0.6288659793814433,LI - Not Losing Low Income Households
80,2531.05,2016,Solano County,mod,eligible,0.7676767676767676,76,0.0,0,0.2323232323232323,23,0.0,0,6095253105,99,0.7676767676767676,LI - At Risk of Gentrification and/or Displacement
81,2531.08,2016,Solano County,mod,eligible,0.7737226277372263,106,0.0,0,0.2262773722627737,31,0.0,0,6095253108,137,0.7737226277372263,LI - Not Losing Low Income Households
82,2532.03,2016,Solano County,mod,eligible,0.8151260504201681,97,0.0,0,0.18487394957983194,22,0.0,0,6095253203,119,0.8151260504201681,MHI - Ongoing Exclusion
83,5001.0,2013,Santa Clara County,mod,eligible,0.7553191489361702,71,0.0,0,0.24468085106382975,23,0.0,0,6085500100,94,0.7553191489361702,LI - At Risk of Gentrification and/or Displacement
84,5002.0,2013,Santa Clara County,mod,eligible,0.8679245283018868,46,0.0,0,0.1320754716981132,7,0.0,0,6085500200,53,0.8679245283018868,LI - Ongoing Gentrification and/or Displacement
85,5004.0,2013,Santa Clara County,mod,eligible,0.9347826086956522,43,0.0,0,0.06521739130434782,3,0.0,0,6085500400,46,0.9347826086956522,LI - At Risk of Gentrification and/or Displacement
86,5008.0,2013,Santa Clara County,low,eligible,0.906832298136646,146,0.0,0,0.09316770186335403,15,0.0,0,6085500800,161,0.906832298136646,LI - Ongoing Gentrification and/or Displacement
87,5009.01,2013,Santa Clara County,mod,eligible,0.9875,79,0.0,0,0.0125,1,0.0,0,6085500901,80,0.9875,LI - Ongoing Gentrification and/or Displacement
88,5009.02,2013,Santa Clara County,low,eligible,1.0,3,0.0,0,0.0,0,0.0,0,6085500902,3,1.0,College Town
89,5010.0,2013,Santa Clara County,mod,eligible,0.9302325581395348,40,0.0,0,0.06976744186046513,3,0.0,0,6085501000,43,0.9302325581395349,LI - Ongoing Gentrification and/or Displacement
90,5011.01,2013,Santa Clara County,mod,eligible,0.7966101694915254,47,0.0,0,0.2033898305084746,12,0.0,0,6085501101,59,0.7966101694915254,LI - Ongoing Gentrification and/or Displacement
91,5011.02,2013,Santa Clara County,mod,eligible,0.8571428571428571,48,0.0,0,0.14285714285714285,8,0.0,0,6085501102,56,0.8571428571428571,LI - Ongoing Gentrification and/or Displacement
92,5012.0,2013,Santa Clara County,low,eligible,0.7777777777777778,35,0.0,0,0.2222222222222222,10,0.0,0,6085501200,45,0.7777777777777778,LI - Ongoing Gentrification and/or Displacement
93,5014.01,2013,Santa Clara County,low,eligible,0.5357142857142857,15,0.0,0,0.4642857142857143,13,0.0,0,6085501401,28,0.5357142857142857,LI - At Risk of Gentrification and/or Displacement
94,5014.02,2013,Santa Clara County,mod,eligible,0.7,21,0.0,0,0.3,9,0.0,0,6085501402,30,0.7,LI - At Risk of Gentrification and/or Displacement
95,5015.01,2013,Santa Clara County,low,eligible,0.6764705882352942,23,0.0,0,0.3235294117647059,11,0.0,0,6085501501,34,0.6764705882352942,LI - At Risk of Gentrification and/or Displacement
96,5015.02,2013,Santa Clara County,low,eligible,0.75,33,0.0,0,0.25,11,0.0,0,6085501502,44,0.75,LI - Ongoing Gentrification and/or Displacement
97,5016.0,2013,Santa Clara County,low,eligible,0.7692307692307693,40,0.0,0,0.2307692307692308,12,0.0,0,6085501600,52,0.7692307692307693,LI - Ongoing Gentrification and/or Displacement
98,5017.0,2013,Santa Clara County,low,eligible,0.6410256410256411,25,0.0,0,0.35897435897435903,14,0.0,0,6085501700,39,0.6410256410256411,LI - Ongoing Gentrification and/or Displacement
99,5019.0,2013,Santa Clara County,mod,eligible,0.7171717171717171,71,0.0,0,0.2828282828282828,28,0.0,0,6085501900,99,0.7171717171717171,LI - Ongoing Gentrification and/or Displacement
100,5020.01,2013,Santa Clara County,low,eligible,0.8243243243243243,61,0.0,0,0.17567567567567569,13,0.0,0,6085502001,74,0.8243243243243243,LI - Ongoing Gentrification and/or Displacement
101,5020.02,2013,Santa Clara County,low,eligible,0.8958333333333334,43,0.0,0,0.10416666666666667,5,0.0,0,6085502002,48,0.8958333333333334,LI - At Risk of Gentrification and/or Displacement
102,5021.02,2013,Santa Clara County,low,eligible,0.8245614035087719,47,0.0,0,0.17543859649122806,10,0.0,0,6085502102,57,0.8245614035087719,LI - Ongoing Gentrification and/or Displacement
103,5022.01,2013,Santa Clara County,mod,eligible,0.8243243243243243,61,0.0,0,0.17567567567567569,13,0.0,0,6085502201,74,0.8243243243243243,LI - At Risk of Gentrification and/or Displacement
104,5026.04,2013,Santa Clara County,mod,eligible,0.6904761904761905,29,0.0,0,0.30952380952380953,13,0.0,0,6085502604,42,0.6904761904761905,LI - Not Losing Low Income Households
105,5029.09,2013,Santa Clara County,mod,eligible,0.7448979591836735,73,0.0,0,0.2551020408163265,25,0.0,0,6085502909,98,0.7448979591836735,LI - Ongoing Gentrification and/or Displacement
106,5031.05,2013,Santa Clara County,low,eligible,0.6363636363636364,7,0.0,0,0.3636363636363637,4,0.0,0,6085503105,11,0.6363636363636364,LI - Not Losing Low Income Households
107,5031.08,2013,Santa Clara County,mod,eligible,0.9285714285714286,117,0.0,0,0.07142857142857142,9,0.0,0,6085503108,126,0.9285714285714286,LI - Ongoing Gentrification and/or Displacement
108,5031.1,2013,Santa Clara County,low,eligible,0.4090909090909091,9,0.0,0,0.5909090909090909,13,0.0,0,6085503110,22,0.4090909090909091,LI - Not Losing Low Income Households
109,5031.11,2013,Santa Clara County,mod,eligible,0.4444444444444444,20,0.0,0,0.5555555555555556,25,0.0,0,6085503110,45,0.4444444444444444,LI - Not Losing Low Income Households
110,5031.12,2013,Santa Clara County,low,eligible,0.5409836065573771,33,0.0,0,0.459016393442623,28,0.0,0,6085503112,61,0.5409836065573771,LI - At Risk of Gentrification and/or Displacement
111,5031.13,2013,Santa Clara County,low,eligible,0.8095238095238095,34,0.0,0,0.19047619047619047,8,0.0,0,6085503113,42,0.8095238095238095,LI - At Risk of Gentrification and/or Displacement
112,5031.17,2013,Santa Clara County,low,eligible,0.3888888888888889,7,0.0,0,0.6111111111111112,11,0.0,0,6085503117,18,0.3888888888888889,LI - Not Losing Low Income Households
113,5031.18,2013,Santa Clara County,mod,eligible,0.4318181818181818,19,0.0,0,0.5681818181818182,25,0.0,0,6085503118,44,0.4318181818181818,LI - Not Losing Low Income Households
114,5031.21,2013,Santa Clara County,mod,eligible,0.42857142857142855,24,0.0,0,0.5714285714285714,32,0.0,0,6085503121,56,0.42857142857142855,LI - At Risk of Gentrification and/or Displacement
115,5031.22,2013,Santa Clara County,mod,eligible,0.2307692307692308,9,0.0,0,0.7692307692307693,30,0.0,0,6085503122,39,0.23076923076923078,LI - Not Losing Low Income Households
116,5031.23,2013,Santa Clara County,low,eligible,0.6666666666666666,14,0.0,0,0.3333333333333333,7,0.0,0,6085503122,21,0.6666666666666666,LI - Not Losing Low Income Households
117,5032.04,2013,Santa Clara County,mod,eligible,0.4948453608247423,48,0.0,0,0.5051546391752577,49,0.0,0,6085503204,97,0.4948453608247423,LI - Not Losing Low Income Households
118,5032.08,2013,Santa Clara County,mod,eligible,0.71875,23,0.0,0,0.28125,9,0.0,0,6085503208,32,0.71875,LI - Not Losing Low Income Households
119,5032.12,2013,Santa Clara County,mod,eligible,0.75,30,0.0,0,0.25,10,0.0,0,6085503212,40,0.75,LI - Not Losing Low Income Households
120,5032.13,2013,Santa Clara County,low,eligible,0.546875,35,0.0,0,0.453125,29,0.0,0,6085503213,64,0.546875,Data Unavailable or Unreliable
121,5032.14,2013,Santa Clara County,mod,eligible,0.29850746268656714,20,0.0,0,0.7014925373134329,47,0.0,0,6085503214,67,0.29850746268656714,Data Unavailable or Unreliable
122,5032.17,2013,Santa Clara County,mod,eligible,0.3859649122807017,22,0.0,0,0.6140350877192983,35,0.0,0,6085503217,57,0.38596491228070173,LI - Not Losing Low Income Households
123,5032.18,2013,Santa Clara County,low,eligible,0.65,13,0.0,0,0.35,7,0.0,0,6085503218,20,0.65,LI - At Risk of Gentrification and/or Displacement
124,5033.04,2013,Santa Clara County,low,eligible,0.5068493150684932,37,0.0,0,0.4931506849315068,36,0.0,0,6085503304,73,0.5068493150684932,LI - Not Losing Low Income Households
125,5033.05,2013,Santa Clara County,low,eligible,0.4,26,0.0,0,0.6,39,0.0,0,6085503305,65,0.4,LI - Ongoing Gentrification and/or Displacement
126,5033.06,2013,Santa Clara County,mod,eligible,0.30612244897959184,15,0.0,0,0.6938775510204082,34,0.0,0,6085503306,49,0.30612244897959184,LI - Not Losing Low Income Households
127,5033.15,2013,Santa Clara County,mod,eligible,0.7123287671232876,52,0.0,0,0.2876712328767123,21,0.0,0,6085503314,73,0.7123287671232876,
128,5033.37,2013,Santa Clara County,mod,eligible,0.6438356164383562,47,0.0,0,0.3561643835616438,26,0.0,0,6085503337,73,0.6438356164383562,LI - Not Losing Low Income Households
129,5034.01,2013,Santa Clara County,mod,eligible,0.5227272727272727,23,0.0,0,0.4772727272727273,21,0.0,0,6085503401,44,0.5227272727272727,LI - Ongoing Gentrification and/or Displacement
130,5034.02,2013,Santa Clara County,low,eligible,0.4761904761904762,10,0.0,0,0.5238095238095238,11,0.0,0,6085503402,21,0.47619047619047616,LI - Ongoing Gentrification and/or Displacement
131,5035.04,2013,Santa Clara County,mod,eligible,0.5,28,0.0,0,0.5,28,0.0,0,6085503504,56,0.5,LI - At Risk of Gentrification and/or Displacement
132,5035.06,2013,Santa Clara County,mod,eligible,0.6046511627906976,26,0.0,0,0.3953488372093023,17,0.0,0,6085503506,43,0.6046511627906976,LI - Not Losing Low Income Households
133,5035.07,2013,Santa Clara County,mod,eligible,0.7142857142857143,5,0.0,0,0.2857142857142857,2,0.0,0,6085503507,7,0.7142857142857143,LI - Ongoing Gentrification and/or Displacement
134,5035.08,2013,Santa Clara County,mod,eligible,0.3934426229508197,24,0.0,0,0.6065573770491803,37,0.0,0,6085503508,61,0.39344262295081966,LI - Not Losing Low Income Households
135,5035.09,2013,Santa Clara County,mod,eligible,0.5531914893617021,26,0.0,0,0.44680851063829785,21,0.0,0,6085503509,47,0.5531914893617021,LI - Ongoing Gentrification and/or Displacement
136,5035.1,2013,Santa Clara County,low,eligible,0.6538461538461539,34,0.0,0,0.3461538461538461,18,0.0,0,6085503510,52,0.6538461538461539,LI - At Risk of Gentrification and/or Displacement
137,5035.11,2013,Santa Clara County,mod,eligible,0.6764705882352942,23,0.0,0,0.3235294117647059,11,0.0,0,6085503510,34,0.6764705882352942,LI - At Risk of Gentrification and/or Displacement
138,5036.01,2013,Santa Clara County,low,eligible,0.75,24,0.0,0,0.25,8,0.0,0,6085503601,32,0.75,LI - At Risk of Gentrification and/or Displacement
139,5036.02,2013,Santa Clara County,low,eligible,0.7826086956521741,18,0.0,0,0.21739130434782608,5,0.0,0,6085503602,23,0.782608695652174,LI - Ongoing Gentrification and/or Displacement
140,5037.03,2013,Santa Clara County,low,eligible,0.6111111111111112,11,0.0,0,0.3888888888888889,7,0.0,0,6085503703,18,0.6111111111111112,LI - Ongoing Gentrification and/or Displacement
141,5037.07,2013,Santa Clara County,mod,eligible,0.5217391304347826,24,0.0,0,0.4782608695652174,22,0.0,0,6085503707,46,0.5217391304347826,LI - Ongoing Gentrification and/or Displacement
142,5037.08,2013,Santa Clara County,mod,eligible,0.8805970149253731,59,0.0,0,0.11940298507462685,8,0.0,0,6085503708,67,0.8805970149253731,LI - Ongoing Gentrification and/or Displacement
143,5037.09,2013,Santa Clara County,low,eligible,0.625,15,0.0,0,0.375,9,0.0,0,6085503709,24,0.625,LI - Not Losing Low Income Households
144,5037.1,2013,Santa Clara County,low,eligible,0.8,24,0.0,0,0.2,6,0.0,0,6085503710,30,0.8,LI - Ongoing Gentrification and/or Displacement
145,5037.11,2013,Santa Clara County,low,eligible,0.6666666666666666,14,0.0,0,0.3333333333333333,7,0.0,0,6085503710,21,0.6666666666666666,LI - Ongoing Gentrification and/or Displacement
146,5037.12,2013,Santa Clara County,mod,eligible,0.44,22,0.0,0,0.56,28,0.0,0,6085503712,50,0.44,LI - At Risk of Gentrification and/or Displacement
147,5037.13,2013,Santa Clara County,low,eligible,0.5128205128205128,20,0.0,0,0.4871794871794872,19,0.0,0,6085503713,39,0.5128205128205128,LI - Not Losing Low Income Households
148,5038.02,2013,Santa Clara County,mod,eligible,0.6881720430107527,64,0.0,0,0.3118279569892473,29,0.0,0,6085503802,93,0.6881720430107527,LI - Not Losing Low Income Households
149,5038.04,2013,Santa Clara County,mod,eligible,0.8290598290598291,97,0.0,0,0.17094017094017094,20,0.0,0,6085503804,117,0.8290598290598291,LI - At Risk of Gentrification and/or Displacement
150,5039.02,2013,Santa Clara County,mod,eligible,0.7096774193548387,22,0.0,0,0.2903225806451613,9,0.0,0,6085503902,31,0.7096774193548387,LI - At Risk of Gentrification and/or Displacement
151,5039.03,2013,Santa Clara County,low,eligible,0.72,18,0.0,0,0.28,7,0.0,0,6085503903,25,0.72,LI - At Risk of Gentrification and/or Displacement
