GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1400000US06001404300,06001404300,"Census Tract 4043, Alameda County, California","1,000,000+",***
1400000US06001404400,06001404400,"Census Tract 4044, Alameda County, California",876400,64025
1400000US06001404501,06001404501,"Census Tract 4045.01, Alameda County, California",961600,66380
1400000US06001404502,06001404502,"Census Tract 4045.02, Alameda County, California",861100,33576
1400000US06001404600,06001404600,"Census Tract 4046, Alameda County, California",844200,32700
1400000US06001404700,06001404700,"Census Tract 4047, Alameda County, California",791900,42616
1400000US06001404800,06001404800,"Census Tract 4048, Alameda County, California",675600,53924
1400000US06001404900,06001404900,"Census Tract 4049, Alameda County, California",603100,27898
1400000US06001405000,06001405000,"Census Tract 4050, Alameda County, California",764100,71710
1400000US06001405100,06001405100,"Census Tract 4051, Alameda County, California",925400,36602
1400000US06001405200,06001405200,"Census Tract 4052, Alameda County, California",528700,92294
1400000US06001405300,06001405300,"Census Tract 4053, Alameda County, California",396800,67717
1400000US06001405400,06001405400,"Census Tract 4054, Alameda County, California",352900,53411
1400000US06001405500,06001405500,"Census Tract 4055, Alameda County, California",435000,54625
1400000US06001405600,06001405600,"Census Tract 4056, Alameda County, California",464400,52646
1400000US06001405700,06001405700,"Census Tract 4057, Alameda County, California",439500,43666
1400000US06001405800,06001405800,"Census Tract 4058, Alameda County, California",394100,48838
1400000US06001405900,06001405900,"Census Tract 4059, Alameda County, California",439200,117973
1400000US06001406000,06001406000,"Census Tract 4060, Alameda County, California",313000,287477
1400000US06001406100,06001406100,"Census Tract 4061, Alameda County, California",432900,73644
1400000US06001406201,06001406201,"Census Tract 4062.01, Alameda County, California",427500,64907
1400000US06001406202,06001406202,"Census Tract 4062.02, Alameda County, California",427100,52737
1400000US06001406300,06001406300,"Census Tract 4063, Alameda County, California",525700,69872
1400000US06001406400,06001406400,"Census Tract 4064, Alameda County, California",481000,78769
1400000US06001406500,06001406500,"Census Tract 4065, Alameda County, California",428100,33381
1400000US06001406600,06001406600,"Census Tract 4066, Alameda County, California",430800,41839
1400000US06001406700,06001406700,"Census Tract 4067, Alameda County, California",570200,28972
1400000US06001406800,06001406800,"Census Tract 4068, Alameda County, California",570700,34999
1400000US06001406900,06001406900,"Census Tract 4069, Alameda County, California",571800,33004
1400000US06001407000,06001407000,"Census Tract 4070, Alameda County, California",395400,41396
1400000US06001407100,06001407100,"Census Tract 4071, Alameda County, California",445800,53825
1400000US06001407200,06001407200,"Census Tract 4072, Alameda County, California",476600,103376
1400000US06001407300,06001407300,"Census Tract 4073, Alameda County, California",232000,17680
1400000US06001407400,06001407400,"Census Tract 4074, Alameda County, California",417900,36075
1400000US06001407500,06001407500,"Census Tract 4075, Alameda County, California",328400,56351
1400000US06001407600,06001407600,"Census Tract 4076, Alameda County, California",486200,52575
1400000US06001407700,06001407700,"Census Tract 4077, Alameda County, California",477400,28349
1400000US06001407800,06001407800,"Census Tract 4078, Alameda County, California",486700,58703
1400000US06001407900,06001407900,"Census Tract 4079, Alameda County, California",607600,18227
1400000US06001408000,06001408000,"Census Tract 4080, Alameda County, California",764400,45487
1400000US06001408100,06001408100,"Census Tract 4081, Alameda County, California",754200,74781
1400000US06001408200,06001408200,"Census Tract 4082, Alameda County, California",464100,29663
1400000US06001408300,06001408300,"Census Tract 4083, Alameda County, California",442400,34672
1400000US06001408400,06001408400,"Census Tract 4084, Alameda County, California",356500,35636
1400000US06001408500,06001408500,"Census Tract 4085, Alameda County, California",384800,26280
1400000US06001408600,06001408600,"Census Tract 4086, Alameda County, California",393300,53961
1400000US06001408700,06001408700,"Census Tract 4087, Alameda County, California",392400,30731
1400000US06001408800,06001408800,"Census Tract 4088, Alameda County, California",376000,34165
1400000US06001408900,06001408900,"Census Tract 4089, Alameda County, California",239900,94882
1400000US06001409000,06001409000,"Census Tract 4090, Alameda County, California",384500,40422
1400000US06001409100,06001409100,"Census Tract 4091, Alameda County, California",295000,75652
1400000US06001409200,06001409200,"Census Tract 4092, Alameda County, California",416400,36666
1400000US06001409300,06001409300,"Census Tract 4093, Alameda County, California",414500,47491
1400000US06001409400,06001409400,"Census Tract 4094, Alameda County, California",359300,43377
1400000US06001409500,06001409500,"Census Tract 4095, Alameda County, California",432600,69047
1400000US06001409600,06001409600,"Census Tract 4096, Alameda County, California",396400,40546
1400000US06001409700,06001409700,"Census Tract 4097, Alameda County, California",391400,48314
1400000US06001409800,06001409800,"Census Tract 4098, Alameda County, California",473800,69974
1400000US06001409900,06001409900,"Census Tract 4099, Alameda County, California",654500,31448
1400000US06001410000,06001410000,"Census Tract 4100, Alameda County, California",685200,54540
1400000US06001410100,06001410100,"Census Tract 4101, Alameda County, California",444600,56132
1400000US06001410200,06001410200,"Census Tract 4102, Alameda County, California",329300,49900
1400000US06001410300,06001410300,"Census Tract 4103, Alameda County, California",433400,49258
1400000US06001410400,06001410400,"Census Tract 4104, Alameda County, California",367000,22405
1400000US06001420100,06001420100,"Census Tract 4201, Alameda County, California",680600,30421
1400000US06001420200,06001420200,"Census Tract 4202, Alameda County, California",608400,31865
1400000US06001420300,06001420300,"Census Tract 4203, Alameda County, California",518800,54240
1400000US06001420400,06001420400,"Census Tract 4204, Alameda County, California",-,**
1400000US06001420500,06001420500,"Census Tract 4205, Alameda County, California",610400,42148
1400000US06001420600,06001420600,"Census Tract 4206, Alameda County, California",716900,44727
1400000US06001421100,06001421100,"Census Tract 4211, Alameda County, California",876400,49656
1400000US06001421200,06001421200,"Census Tract 4212, Alameda County, California","1,000,000+",***
1400000US06001421300,06001421300,"Census Tract 4213, Alameda County, California",849600,21202
1400000US06001421400,06001421400,"Census Tract 4214, Alameda County, California",843800,52139
1400000US06001421500,06001421500,"Census Tract 4215, Alameda County, California",922700,39414
1400000US06001421600,06001421600,"Census Tract 4216, Alameda County, California",887200,46748
1400000US06001421700,06001421700,"Census Tract 4217, Alameda County, California",739000,97632
1400000US06001421800,06001421800,"Census Tract 4218, Alameda County, California",764700,63419
1400000US06001421900,06001421900,"Census Tract 4219, Alameda County, California",628100,34155
1400000US06001422000,06001422000,"Census Tract 4220, Alameda County, California",582900,88894
1400000US06001422100,06001422100,"Census Tract 4221, Alameda County, California",602100,42617
1400000US06001422200,06001422200,"Census Tract 4222, Alameda County, California",603200,28742
1400000US06001422300,06001422300,"Census Tract 4223, Alameda County, California",649100,43573
1400000US06001422400,06001422400,"Census Tract 4224, Alameda County, California",620000,207000
1400000US06001422500,06001422500,"Census Tract 4225, Alameda County, California",677300,124574
1400000US06001422600,06001422600,"Census Tract 4226, Alameda County, California",-,**
1400000US06001422700,06001422700,"Census Tract 4227, Alameda County, California","1,000,000+",***
1400000US06001422800,06001422800,"Census Tract 4228, Alameda County, California",-,**
1400000US06001422900,06001422900,"Census Tract 4229, Alameda County, California",473500,523662
1400000US06001423000,06001423000,"Census Tract 4230, Alameda County, California",612000,42272
1400000US06001423100,06001423100,"Census Tract 4231, Alameda County, California",587800,31148
1400000US06001423200,06001423200,"Census Tract 4232, Alameda County, California",511300,73748
1400000US06001423300,06001423300,"Census Tract 4233, Alameda County, California",585800,20157
1400000US06001423400,06001423400,"Census Tract 4234, Alameda County, California",545900,46583
1400000US06001423500,06001423500,"Census Tract 4235, Alameda County, California",672800,120653
1400000US06001423601,06001423601,"Census Tract 4236.01, Alameda County, California",771600,102301
1400000US06001423602,06001423602,"Census Tract 4236.02, Alameda County, California",589800,117044
1400000US06001423700,06001423700,"Census Tract 4237, Alameda County, California","1,000,000+",***
1400000US06001423800,06001423800,"Census Tract 4238, Alameda County, California","1,000,000+",***
1400000US06001423901,06001423901,"Census Tract 4239.01, Alameda County, California",488200,89827
1400000US06001423902,06001423902,"Census Tract 4239.02, Alameda County, California",823400,155573
1400000US06001424001,06001424001,"Census Tract 4240.01, Alameda County, California",643700,83031
1400000US06001424002,06001424002,"Census Tract 4240.02, Alameda County, California",431900,51871
1400000US06001425100,06001425100,"Census Tract 4251, Alameda County, California",435100,35021
1400000US06001426100,06001426100,"Census Tract 4261, Alameda County, California","1,000,000+",***
1400000US06001426200,06001426200,"Census Tract 4262, Alameda County, California","1,000,000+",***
1400000US06001427100,06001427100,"Census Tract 4271, Alameda County, California",813800,44317
1400000US06001427200,06001427200,"Census Tract 4272, Alameda County, California",553900,60685
1400000US06001427300,06001427300,"Census Tract 4273, Alameda County, California",597800,30874
1400000US06001427400,06001427400,"Census Tract 4274, Alameda County, California",870900,45931
1400000US06001427500,06001427500,"Census Tract 4275, Alameda County, California",-,**
1400000US06001427600,06001427600,"Census Tract 4276, Alameda County, California",511000,237778
1400000US06001427700,06001427700,"Census Tract 4277, Alameda County, California",626800,37725
1400000US06001427800,06001427800,"Census Tract 4278, Alameda County, California",687300,53299
1400000US06001427900,06001427900,"Census Tract 4279, Alameda County, California",701500,55234
1400000US06001428000,06001428000,"Census Tract 4280, Alameda County, California",396200,210693
1400000US06001428100,06001428100,"Census Tract 4281, Alameda County, California",687800,50153
1400000US06001428200,06001428200,"Census Tract 4282, Alameda County, California",663400,27664
1400000US06001428301,06001428301,"Census Tract 4283.01, Alameda County, California",602600,17415
1400000US06001428302,06001428302,"Census Tract 4283.02, Alameda County, California",819100,24938
1400000US06001428400,06001428400,"Census Tract 4284, Alameda County, California",610300,43058
1400000US06001428500,06001428500,"Census Tract 4285, Alameda County, California",689300,85800
1400000US06001428600,06001428600,"Census Tract 4286, Alameda County, California",503800,66886
1400000US06001430100,06001430100,"Census Tract 4301, Alameda County, California",760800,39109
1400000US06001430200,06001430200,"Census Tract 4302, Alameda County, California",683500,22089
1400000US06001430300,06001430300,"Census Tract 4303, Alameda County, California",681800,32328
1400000US06001430400,06001430400,"Census Tract 4304, Alameda County, California",671000,34826
1400000US06001430500,06001430500,"Census Tract 4305, Alameda County, California",585400,33337
1400000US06001430600,06001430600,"Census Tract 4306, Alameda County, California",629800,29300
1400000US06001430700,06001430700,"Census Tract 4307, Alameda County, California",622600,26679
1400000US06001430800,06001430800,"Census Tract 4308, Alameda County, California",567900,21113
1400000US06001430900,06001430900,"Census Tract 4309, Alameda County, California",547200,91336
1400000US06001431000,06001431000,"Census Tract 4310, Alameda County, California",455600,61542
1400000US06001431100,06001431100,"Census Tract 4311, Alameda County, California",482700,55528
1400000US06001431200,06001431200,"Census Tract 4312, Alameda County, California",449400,25533
1400000US06001432100,06001432100,"Census Tract 4321, Alameda County, California",541200,33352
1400000US06001432200,06001432200,"Census Tract 4322, Alameda County, California",584600,38505
1400000US06001432300,06001432300,"Census Tract 4323, Alameda County, California",573000,31615
1400000US06001432400,06001432400,"Census Tract 4324, Alameda County, California",536300,40280
1400000US06001432500,06001432500,"Census Tract 4325, Alameda County, California",489700,32652
1400000US06001432600,06001432600,"Census Tract 4326, Alameda County, California",415000,47997
1400000US06001432700,06001432700,"Census Tract 4327, Alameda County, California",570000,31817
1400000US06001432800,06001432800,"Census Tract 4328, Alameda County, California",715700,58168
1400000US06001433000,06001433000,"Census Tract 4330, Alameda County, California",549700,32360
1400000US06001433101,06001433101,"Census Tract 4331.01, Alameda County, California",440300,47494
1400000US06001433102,06001433102,"Census Tract 4331.02, Alameda County, California",513800,46592
1400000US06001433200,06001433200,"Census Tract 4332, Alameda County, California",496500,39043
1400000US06001433300,06001433300,"Census Tract 4333, Alameda County, California",559800,27350
1400000US06001433400,06001433400,"Census Tract 4334, Alameda County, California",489600,42104
1400000US06001433500,06001433500,"Census Tract 4335, Alameda County, California",545400,25143
1400000US06001433600,06001433600,"Census Tract 4336, Alameda County, California",489100,55736
1400000US06001433700,06001433700,"Census Tract 4337, Alameda County, California",403400,45527
1400000US06001433800,06001433800,"Census Tract 4338, Alameda County, California",498500,60100
1400000US06001433900,06001433900,"Census Tract 4339, Alameda County, California",404700,116157
1400000US06001434000,06001434000,"Census Tract 4340, Alameda County, California",447600,84377
1400000US06001435101,06001435101,"Census Tract 4351.01, Alameda County, California",794100,49672
1400000US06001435102,06001435102,"Census Tract 4351.02, Alameda County, California",696200,56982
1400000US06001435200,06001435200,"Census Tract 4352, Alameda County, California",569900,33588
1400000US06001435300,06001435300,"Census Tract 4353, Alameda County, California",515500,59255
1400000US06001435400,06001435400,"Census Tract 4354, Alameda County, California",469700,40189
1400000US06001435500,06001435500,"Census Tract 4355, Alameda County, California",494100,57465
1400000US06001435600,06001435600,"Census Tract 4356, Alameda County, California",399500,35219
1400000US06001435700,06001435700,"Census Tract 4357, Alameda County, California",489500,41688
1400000US06001435800,06001435800,"Census Tract 4358, Alameda County, California",497100,37922
1400000US06001435900,06001435900,"Census Tract 4359, Alameda County, California",531600,34176
1400000US06001436000,06001436000,"Census Tract 4360, Alameda County, California",496200,47287
1400000US06001436100,06001436100,"Census Tract 4361, Alameda County, California",489300,34683
1400000US06001436200,06001436200,"Census Tract 4362, Alameda County, California",432600,43243
1400000US06001436300,06001436300,"Census Tract 4363, Alameda County, California",506300,60427
1400000US06001436401,06001436401,"Census Tract 4364.01, Alameda County, California",494700,39311
1400000US06001436402,06001436402,"Census Tract 4364.02, Alameda County, California",717400,45460
1400000US06001436500,06001436500,"Census Tract 4365, Alameda County, California",445100,28999
1400000US06001436601,06001436601,"Census Tract 4366.01, Alameda County, California",460600,67786
1400000US06001436602,06001436602,"Census Tract 4366.02, Alameda County, California",462300,60577
1400000US06001436700,06001436700,"Census Tract 4367, Alameda County, California",431800,80095
1400000US06001436800,06001436800,"Census Tract 4368, Alameda County, California",539900,47542
1400000US06001436900,06001436900,"Census Tract 4369, Alameda County, California",549500,35391
1400000US06001437000,06001437000,"Census Tract 4370, Alameda County, California",451700,81690
1400000US06001437100,06001437100,"Census Tract 4371, Alameda County, California",495800,50816
1400000US06001437200,06001437200,"Census Tract 4372, Alameda County, California",503500,49218
1400000US06001437300,06001437300,"Census Tract 4373, Alameda County, California",479000,58526
1400000US06001437400,06001437400,"Census Tract 4374, Alameda County, California",503500,58689
1400000US06001437500,06001437500,"Census Tract 4375, Alameda County, California",452800,29974
1400000US06001437600,06001437600,"Census Tract 4376, Alameda County, California",539800,39365
1400000US06001437700,06001437700,"Census Tract 4377, Alameda County, California",338500,96266
1400000US06001437800,06001437800,"Census Tract 4378, Alameda County, California",467000,30298
1400000US06001437900,06001437900,"Census Tract 4379, Alameda County, California",480200,49943
1400000US06001438000,06001438000,"Census Tract 4380, Alameda County, California",567300,36178
1400000US06001438100,06001438100,"Census Tract 4381, Alameda County, California",493100,40482
1400000US06001438201,06001438201,"Census Tract 4382.01, Alameda County, California",362000,74010
1400000US06001438202,06001438202,"Census Tract 4382.02, Alameda County, California",363600,60583
1400000US06001438300,06001438300,"Census Tract 4383, Alameda County, California",525900,62515
1400000US06001438400,06001438400,"Census Tract 4384, Alameda County, California",377700,56988
1400000US06001440100,06001440100,"Census Tract 4401, Alameda County, California",439800,76373
1400000US06001440200,06001440200,"Census Tract 4402, Alameda County, California",527100,56699
1400000US06001440301,06001440301,"Census Tract 4403.01, Alameda County, California",559500,40660
1400000US06001440302,06001440302,"Census Tract 4403.02, Alameda County, California",617600,17265
1400000US06001440304,06001440304,"Census Tract 4403.04, Alameda County, California",522800,50826
1400000US06001440305,06001440305,"Census Tract 4403.05, Alameda County, California",602300,22001
1400000US06001440306,06001440306,"Census Tract 4403.06, Alameda County, California",460300,23860
1400000US06001440307,06001440307,"Census Tract 4403.07, Alameda County, California",278600,172036
1400000US06001440308,06001440308,"Census Tract 4403.08, Alameda County, California",596000,35635
1400000US06001440309,06001440309,"Census Tract 4403.09, Alameda County, California",660200,32420
1400000US06001440331,06001440331,"Census Tract 4403.31, Alameda County, California",611900,40458
1400000US06001440332,06001440332,"Census Tract 4403.32, Alameda County, California",843200,29765
1400000US06001441100,06001441100,"Census Tract 4411, Alameda County, California",677000,38880
1400000US06001441200,06001441200,"Census Tract 4412, Alameda County, California",702700,38644
1400000US06001441301,06001441301,"Census Tract 4413.01, Alameda County, California",817100,77500
1400000US06001441302,06001441302,"Census Tract 4413.02, Alameda County, California",625900,14876
1400000US06001441401,06001441401,"Census Tract 4414.01, Alameda County, California",597800,20357
1400000US06001441402,06001441402,"Census Tract 4414.02, Alameda County, California",677800,24784
1400000US06001441501,06001441501,"Census Tract 4415.01, Alameda County, California",670100,37200
1400000US06001441503,06001441503,"Census Tract 4415.03, Alameda County, California",628800,21336
1400000US06001441521,06001441521,"Census Tract 4415.21, Alameda County, California",616100,16099
1400000US06001441522,06001441522,"Census Tract 4415.22, Alameda County, California",623500,20908
1400000US06001441601,06001441601,"Census Tract 4416.01, Alameda County, California",570600,20991
1400000US06001441602,06001441602,"Census Tract 4416.02, Alameda County, California",535400,58388
1400000US06001441700,06001441700,"Census Tract 4417, Alameda County, California",463200,38289
1400000US06001441800,06001441800,"Census Tract 4418, Alameda County, California",576300,32002
1400000US06001441901,06001441901,"Census Tract 4419.01, Alameda County, California",520500,37103
1400000US06001441921,06001441921,"Census Tract 4419.21, Alameda County, California",562200,46185
1400000US06001441922,06001441922,"Census Tract 4419.22, Alameda County, California",548200,43282
1400000US06001441923,06001441923,"Census Tract 4419.23, Alameda County, California",411000,92027
1400000US06001442000,06001442000,"Census Tract 4420, Alameda County, California","1,000,000+",***
1400000US06001442100,06001442100,"Census Tract 4421, Alameda County, California",835500,34774
1400000US06001442200,06001442200,"Census Tract 4422, Alameda County, California",859700,30092
1400000US06001442300,06001442300,"Census Tract 4423, Alameda County, California",575800,30886
1400000US06001442400,06001442400,"Census Tract 4424, Alameda County, California",578800,25069
1400000US06001442500,06001442500,"Census Tract 4425, Alameda County, California",579000,28283
1400000US06001442600,06001442600,"Census Tract 4426, Alameda County, California",718600,42398
1400000US06001442700,06001442700,"Census Tract 4427, Alameda County, California",664700,23031
1400000US06001442800,06001442800,"Census Tract 4428, Alameda County, California",589900,29034
1400000US06001442900,06001442900,"Census Tract 4429, Alameda County, California",611900,11669
1400000US06001443001,06001443001,"Census Tract 4430.01, Alameda County, California",558500,40125
1400000US06001443002,06001443002,"Census Tract 4430.02, Alameda County, California",527900,26617
1400000US06001443101,06001443101,"Census Tract 4431.01, Alameda County, California",948500,44119
1400000US06001443102,06001443102,"Census Tract 4431.02, Alameda County, California",932800,37135
1400000US06001443103,06001443103,"Census Tract 4431.03, Alameda County, California","1,000,000+",***
1400000US06001443200,06001443200,"Census Tract 4432, Alameda County, California","1,000,000+",***
1400000US06001443301,06001443301,"Census Tract 4433.01, Alameda County, California",773400,37378
1400000US06001443302,06001443302,"Census Tract 4433.02, Alameda County, California",584700,46224
1400000US06001444100,06001444100,"Census Tract 4441, Alameda County, California",671800,24919
1400000US06001444200,06001444200,"Census Tract 4442, Alameda County, California",544300,23629
1400000US06001444300,06001444300,"Census Tract 4443, Alameda County, California",603400,44004
1400000US06001444400,06001444400,"Census Tract 4444, Alameda County, California",487200,31212
1400000US06001444500,06001444500,"Census Tract 4445, Alameda County, California",502500,53155
1400000US06001444600,06001444600,"Census Tract 4446, Alameda County, California",540200,30005
1400000US06001450100,06001450100,"Census Tract 4501, Alameda County, California",785000,27154
1400000US06001450200,06001450200,"Census Tract 4502, Alameda County, California",625500,59646
1400000US06001450300,06001450300,"Census Tract 4503, Alameda County, California",607600,10969
1400000US06001450400,06001450400,"Census Tract 4504, Alameda County, California",601700,18562
1400000US06001450500,06001450500,"Census Tract 4505, Alameda County, California",725900,35601
1400000US06001450601,06001450601,"Census Tract 4506.01, Alameda County, California","1,000,000+",***
1400000US06001450602,06001450602,"Census Tract 4506.02, Alameda County, California",784800,46143
1400000US06001450603,06001450603,"Census Tract 4506.03, Alameda County, California",647000,15484
1400000US06001450604,06001450604,"Census Tract 4506.04, Alameda County, California",866100,15559
1400000US06001450605,06001450605,"Census Tract 4506.05, Alameda County, California",778900,39061
1400000US06001450606,06001450606,"Census Tract 4506.06, Alameda County, California",873300,16156
1400000US06001450607,06001450607,"Census Tract 4506.07, Alameda County, California",900500,84758
1400000US06001450701,06001450701,"Census Tract 4507.01, Alameda County, California","1,000,000+",***
1400000US06001450703,06001450703,"Census Tract 4507.03, Alameda County, California",708200,30223
1400000US06001450721,06001450721,"Census Tract 4507.21, Alameda County, California",738800,53489
1400000US06001450722,06001450722,"Census Tract 4507.22, Alameda County, California",683200,29724
1400000US06001450741,06001450741,"Census Tract 4507.41, Alameda County, California",814400,38675
1400000US06001450742,06001450742,"Census Tract 4507.42, Alameda County, California",668600,45589
1400000US06001451101,06001451101,"Census Tract 4511.01, Alameda County, California",689900,38029
1400000US06001451102,06001451102,"Census Tract 4511.02, Alameda County, California",927800,57677
1400000US06001451201,06001451201,"Census Tract 4512.01, Alameda County, California",526900,44413
1400000US06001451202,06001451202,"Census Tract 4512.02, Alameda County, California",563100,30938
1400000US06001451300,06001451300,"Census Tract 4513, Alameda County, California",588700,34885
1400000US06001451401,06001451401,"Census Tract 4514.01, Alameda County, California",658600,29949
1400000US06001451402,06001451402,"Census Tract 4514.02, Alameda County, California",550400,37474
1400000US06001451501,06001451501,"Census Tract 4515.01, Alameda County, California",769800,55745
1400000US06001451502,06001451502,"Census Tract 4515.02, Alameda County, California",627800,22235
1400000US06001451503,06001451503,"Census Tract 4515.03, Alameda County, California",556100,37992
1400000US06001451601,06001451601,"Census Tract 4516.01, Alameda County, California",775600,72059
1400000US06001451602,06001451602,"Census Tract 4516.02, Alameda County, California",627900,32816
1400000US06001451701,06001451701,"Census Tract 4517.01, Alameda County, California",573300,33289
1400000US06001451702,06001451702,"Census Tract 4517.02, Alameda County, California",658200,21329
1400000US06003010000,06003010000,"Census Tract 100, Alpine County, California",433300,48956
1400000US06005000100,06005000100,"Census Tract 1, Amador County, California",344000,15214
1400000US06005000200,06005000200,"Census Tract 2, Amador County, California",400900,66405
1400000US06005000301,06005000301,"Census Tract 3.01, Amador County, California",362200,54175
1400000US06005000302,06005000302,"Census Tract 3.02, Amador County, California",327600,21195
1400000US06005000401,06005000401,"Census Tract 4.01, Amador County, California",357000,22775
1400000US06005000402,06005000402,"Census Tract 4.02, Amador County, California",361400,24746
1400000US06005000500,06005000500,"Census Tract 5, Amador County, California",386500,39846
1400000US06007000101,06007000101,"Census Tract 1.01, Butte County, California",320900,16863
1400000US06007000102,06007000102,"Census Tract 1.02, Butte County, California",264600,22435
1400000US06007000201,06007000201,"Census Tract 2.01, Butte County, California",267700,93140
1400000US06007000202,06007000202,"Census Tract 2.02, Butte County, California",154400,93870
1400000US06007000300,06007000300,"Census Tract 3, Butte County, California",210300,19744
1400000US06007000400,06007000400,"Census Tract 4, Butte County, California",342800,21436
1400000US06007000501,06007000501,"Census Tract 5.01, Butte County, California",397900,31219
1400000US06007000502,06007000502,"Census Tract 5.02, Butte County, California",304900,57557
1400000US06007000601,06007000601,"Census Tract 6.01, Butte County, California",358700,17095
1400000US06007000603,06007000603,"Census Tract 6.03, Butte County, California",344100,47653
1400000US06007000604,06007000604,"Census Tract 6.04, Butte County, California",343000,32007
1400000US06007000700,06007000700,"Census Tract 7, Butte County, California",347200,29693
1400000US06007000800,06007000800,"Census Tract 8, Butte County, California",325200,19345
1400000US06007000900,06007000900,"Census Tract 9, Butte County, California",359800,14137
1400000US06007001000,06007001000,"Census Tract 10, Butte County, California",278500,50798
1400000US06007001100,06007001100,"Census Tract 11, Butte County, California",285700,99252
1400000US06007001200,06007001200,"Census Tract 12, Butte County, California",254500,44217
1400000US06007001300,06007001300,"Census Tract 13, Butte County, California",227000,16400
1400000US06007001400,06007001400,"Census Tract 14, Butte County, California",456900,51696
1400000US06007001500,06007001500,"Census Tract 15, Butte County, California",470200,59496
1400000US06007001600,06007001600,"Census Tract 16, Butte County, California",416900,36387
1400000US06007001701,06007001701,"Census Tract 17.01, Butte County, California",198400,25133
1400000US06007001702,06007001702,"Census Tract 17.02, Butte County, California",204300,20031
1400000US06007001800,06007001800,"Census Tract 18, Butte County, California",231500,23292
1400000US06007001900,06007001900,"Census Tract 19, Butte County, California",294200,42236
1400000US06007002000,06007002000,"Census Tract 20, Butte County, California",226300,18365
1400000US06007002100,06007002100,"Census Tract 21, Butte County, California",239600,20498
1400000US06007002200,06007002200,"Census Tract 22, Butte County, California",293800,28779
1400000US06007002300,06007002300,"Census Tract 23, Butte County, California",270700,46101
1400000US06007002400,06007002400,"Census Tract 24, Butte County, California",209300,20861
1400000US06007002500,06007002500,"Census Tract 25, Butte County, California",220000,24128
1400000US06007002600,06007002600,"Census Tract 26, Butte County, California",276700,29333
